seq_id	sample	species	gene	geneLength
EBIIEENH_00225	BetaCoV/Rhein-Kreis-Neuss/ChVir1639/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00225	155
ODOLMAEB_00428	GQ153546	BAT	Replicase polyprotein 1a	13121
NMICGJMG_00267	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	hypothetical protein	365
EBIIEENH_00758	BetaCoV/Berlin/MD572007095a/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00758	13217
EBIIEENH_01474	EPI_ISL_412912|Europe-Germany-Baden-Wuerttemberg-unknown|2020-02-25	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01474	7787
EBIIEENH_01470	BetaCoV/Berlin/572007102/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01470	155
EBIIEENH_00989	BetaCoV/Germany/ChVir2119/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00989	1259
ODOLMAEB_00387	GQ153542	BAT	hypothetical protein	365
ODOLMAEB_02024	MK211378	BAT	Replicase polyprotein 1ab	7886
ODOLMAEB_00177	EF065510	BAT	Non-structural protein ORF4a	359
EBIIEENH_00594	BetaCoV/Berlin/ChVir2192/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00594	668
ODOLMAEB_00305	EU420138	BAT	Coronavirus_5p_sl_1_2	67
ODOLMAEB_02266	MG693172	BAT	hypothetical protein	227
EBIIEENH_00417	BetaCoV/Rhein-Neckar-Kreis/ChVir1946/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00417	131
EBIIEENH_00240	BetaCoV/Rhein-Kreis-Neuss/ChVir1722/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00240	13217
ODOLMAEB_01373	MH002342	BAT	Spike glycoprotein	3911
EBIIEENH_00017	BetaCoV/Munich/BavPat4-ChVir1019/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00017	3821
ODOLMAEB_00113	DQ648857	BAT	hypothetical protein	365
EBIIEENH_00793	BetaCoV/Berlin/MD572007101a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00793	365
EBIIEENH_01155	BetaCoV/Berlin/2011915/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01155	365
EBIIEENH_00248	BetaCoV/Rhein-Kreis-Neuss/ChVir1722/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00248	131
ODOLMAEB_02291	KT253270	BAT	Coronavirus_5p_sl_1_2	69
ODOLMAEB_02142	KJ473811	BAT	Envelope small membrane protein	230
ODOLMAEB_00033	DQ084199	BAT	Membrane protein	665
EBIIEENH_01271	BetaCoV/Germany/ChVir3200/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01271	13217
ODOLMAEB_00479	MN996532	BAT	Replicase polyprotein 1ab	7745
ODOLMAEB_00627	JX993987	BAT	Replicase polyprotein 1a	13124
ODOLMAEB_01215	MG596803	BAT	Non-structural protein ORF4a	287
NMICGJMG_00369	hCoV-19/Wuhan/HBCDC-HB-01/2019	WUHAN	Protein 7a	365
ODOLMAEB_02139	KJ473811	BAT	Replicase polyprotein 1ab	7940
ODOLMAEB_01385	MH539766	BAT	Replicase polyprotein 1ab	7838
ODOLMAEB_00599	JQ989271	BAT	Nucleoprotein	1208
ODOLMAEB_01309	MG916904	BAT	Membrane protein	740
ODOLMAEB_00198	EF065512	BAT	Replicase polyprotein 1ab	7907
ODOLMAEB_01409	MH938448	BAT	hypothetical protein	650
NMICGJMG_00164	GWHACBB01000001	WUHAN	hypothetical protein	365
EBIIEENH_00557	BetaCoV/Germany/ChVir1993/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00557	365
NMICGJMG_00485	hCoV-19/Wuhan/HBCDC-HB-02/2019	WUHAN	hypothetical protein	155
NMICGJMG_00039	2019-nCoV_WH03	WUHAN	s2m	42
EBIIEENH_01404	BetaCoV/Germany/ChVir3220/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01404	185
ODOLMAEB_02020	MK211377	BAT	Nucleoprotein	1268
ODOLMAEB_01805	MH687957	BAT	Corona_pk3	62
ODOLMAEB_00698	KF430219	BAT	hypothetical protein	389
NMICGJMG_00213	GWHACDG01000001	WUHAN	Protein 7a	365
EBIIEENH_01437	BetaCoV/Berlin/MD572014109/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_01437	827
NMICGJMG_00062	GWHACAT01000001	WUHAN	hypothetical protein	365
ODOLMAEB_00118	EF065505	BAT	Replicase polyprotein 1ab	7865
NMICGJMG_00469	hCoV-19/Wuhan/WH05/2020	WUHAN	Spike glycoprotein	3821
ODOLMAEB_00250	EF065516	BAT	hypothetical protein	449
ODOLMAEB_00401	GQ153543	BAT	s2m	42
EBIIEENH_00907	BetaCoV/Germany/ChVir2105/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00907	185
ODOLMAEB_00857	KU973692	BAT	Protein 3a	824
EBIIEENH_00407	BetaCoV/Berlin/ChVir1919/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00407	155
EBIIEENH_00665	BetaCoV/Berlin/MD572006901a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00665	155
EBIIEENH_00077	BetaCoV/Munich/BavPat7-ChVir1289/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00077	155
ODOLMAEB_00288	EF203067	BAT	Replicase polyprotein 1ab	7838
NMICGJMG_00035	2019-nCoV_WH03	WUHAN	hypothetical protein	131
ODOLMAEB_02007	MK211376	BAT	Nucleoprotein	1268
EBIIEENH_00025	BetaCoV/Munich/BavPat4-ChVir1019/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00025	155
ODOLMAEB_01252	MG772933	BAT	hypothetical protein	365
EBIIEENH_00861	BetaCoV/Rastede/ChVir2098/2020	CHAIRITE	s2m	42
ODOLMAEB_02206	MF094687	BAT	hypothetical protein	311
ODOLMAEB_01797	MH687957	BAT	Corona_FSE	78
EBIIEENH_00154	BetaCoV/Munich/BavPat16-ChVir1530/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00154	7787
EBIIEENH_00453	BetaCoV/Berlin/ChVir1963/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00453	827
ODOLMAEB_00598	JQ989271	BAT	Membrane protein	680
EBIIEENH_01329	BetaCoV/Germany/ChVir3210/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01329	365
NMICGJMG_00240	GWHACDI01000001	WUHAN	hypothetical protein	131
ODOLMAEB_02099	MF593268	BAT	Replicase polyprotein 1a	13193
EBIIEENH_00730	BetaCoV/Berlin/MD572007356/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00730	155
ODOLMAEB_01097	KY770850	BAT	Corona_pk3	62
ODOLMAEB_00849	KU762338	BAT	Nucleoprotein	1331
ODOLMAEB_01407	MH938448	BAT	Replicase polyprotein 1ab	7892
EBIIEENH_00551	BetaCoV/Germany/ChVir1993/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_00176	BetaCoV/Kaiserslautern/ChVir1672/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00176	13217
ODOLMAEB_00123	EF065505	BAT	hypothetical protein	683
EBIIEENH_00178	BetaCoV/Kaiserslautern/ChVir1672/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00178	7787
ODOLMAEB_01008	KY417146	BAT	Nucleoprotein	1268
ODOLMAEB_02064	MK211370	BAT	Membrane protein	686
ODOLMAEB_00373	GQ153541	BAT	hypothetical protein	134
ODOLMAEB_00230	EF065515	BAT	Replicase polyprotein 1ab	12695
EBIIEENH_01453	BetaCoV/Berlin/572006643/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01453	365
ODOLMAEB_01437	MK492263	BAT	Spike glycoprotein	3824
ODOLMAEB_01134	KY770860	BAT	Spike glycoprotein	3725
ODOLMAEB_01705	MH687946	BAT	Replicase polyprotein 1a	12386
ODOLMAEB_00934	KY073747	BAT	hypothetical protein	287
EBIIEENH_00918	BetaCoV/Germany/ChVir2109/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00918	827
ODOLMAEB_01285	MG916902	BAT	Membrane protein	689
NMICGJMG_00029	2019-nCoV_WH03	WUHAN	Replicase polyprotein 1ab	7787
ODOLMAEB_00717	KJ473795	BAT	Nucleoprotein	1169
NMICGJMG_00511	hCoV-19/Wuhan/HBCDC-HB-04/2019	WUHAN	hypothetical protein	365
NMICGJMG_00223	GWHACDH01000001	WUHAN	Protein 3a	827
ODOLMAEB_02198	MF094687	BAT	Replicase polyprotein 1a	12182
NMICGJMG_00059	GWHACAT01000001	WUHAN	hypothetical protein	185
ODOLMAEB_01524	MN611520	BAT	Non-structural protein ORF4b	659
EBIIEENH_00808	BetaCoV/Berlin/MD572007101/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00808	155
ODOLMAEB_01051	KY417150	BAT	Replicase polyprotein 1ab	7886
EBIIEENH_01154	BetaCoV/Berlin/2011915/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01154	131
ODOLMAEB_02018	MK211377	BAT	hypothetical protein	134
ODOLMAEB_02070	MK211371	BAT	Replicase polyprotein 1ab	7829
ODOLMAEB_01860	MH687963	BAT	hypothetical protein	491
ODOLMAEB_02138	KJ473811	BAT	Corona_FSE	81
NMICGJMG_00095	GWHACAW01000001	WUHAN	Spike glycoprotein	3821
ODOLMAEB_00631	JX993987	BAT	Protein 3a	824
EBIIEENH_01061	BetaCoV/Neumuenster/ChVir3042/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_01061	827
ODOLMAEB_00864	KU973692	BAT	Nucleoprotein	1268
ODOLMAEB_00525	HM211101	BAT	Spike glycoprotein	3842
ODOLMAEB_02173	KJ473815	BAT	Nucleoprotein	1268
EBIIEENH_01208	BetaCoV/Germany/ChVir3187/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01208	1259
ODOLMAEB_00077	DQ412043	BAT	Nucleoprotein	1262
ODOLMAEB_01728	MH687949	BAT	Replicase polyprotein 1a	12320
ODOLMAEB_02102	MF593268	BAT	Spike glycoprotein	4034
ODOLMAEB_00366	GQ153541	BAT	Replicase polyprotein 1ab	7886
ODOLMAEB_00642	JX993988	BAT	Spike glycoprotein	3725
ODOLMAEB_01417	MH938449	BAT	Corona_FSE	78
EBIIEENH_00500	BetaCoV/Ettlingen/ChVir1969/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00500	13217
EBIIEENH_00603	BetaCoV/Berlin/MD572006634/2020	CHAIRITE	Corona_FSE	81
NMICGJMG_00455	hCoV-19/env/Wuhan/IVDC-HBF13-21/2020	WUHAN	Replicase polyprotein 1ab	7787
NMICGJMG_00159	GWHACBB01000001	WUHAN	Protein 3a	827
EBIIEENH_00903	BetaCoV/Germany/ChVir2105/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00903	7787
ODOLMAEB_01405	MH938448	BAT	Replicase polyprotein 1a	11873
ODOLMAEB_01046	KY417149	BAT	hypothetical protein	365
ODOLMAEB_00161	EF065509	BAT	Corona_FSE	84
ODOLMAEB_01160	KY938558	BAT	Membrane protein	665
ODOLMAEB_02215	MF094688	BAT	Membrane protein	689
ODOLMAEB_01068	KY417151	BAT	Envelope small membrane protein	230
ODOLMAEB_01359	MH002341	BAT	Corona_FSE	84
ODOLMAEB_00049	DQ084200	BAT	hypothetical protein	134
EBIIEENH_00406	BetaCoV/Berlin/ChVir1919/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00406	1259
ODOLMAEB_01768	MH687954	BAT	Corona_FSE	78
ODOLMAEB_00735	KJ473797	BAT	Nucleoprotein	1268
NMICGJMG_00517	hCoV-19/Wuhan/HBCDC-HB-02/2020	WUHAN	Replicase polyprotein 1ab	7787
ODOLMAEB_01624	MH687937	BAT	Membrane protein	683
ODOLMAEB_01906	MG923574	BAT	Membrane protein	686
ODOLMAEB_01972	MK211373	BAT	Corona_FSE	78
EBIIEENH_01131	BetaCoV/Bad-Duerkheim-Kreis/2013281/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01131	155
ODOLMAEB_01720	MH687948	BAT	Replicase polyprotein 1ab	7829
EBIIEENH_00555	BetaCoV/Germany/ChVir1993/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00555	668
EBIIEENH_01062	BetaCoV/Neumuenster/ChVir3042/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01062	668
ODOLMAEB_00891	KX574227	BAT	Replicase polyprotein 1ab	7874
ODOLMAEB_00795	KP886808	BAT	Corona_FSE	81
EBIIEENH_00403	BetaCoV/Berlin/ChVir1919/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00403	365
ODOLMAEB_00709	KJ473795	BAT	Coronavirus_5p_sl_1_2	67
EBIIEENH_01244	BetaCoV/Germany/ChVir3194/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01244	155
ODOLMAEB_01399	MH697599	BAT	hypothetical protein	227
EBIIEENH_01219	BetaCoV/Germany/ChVir3192/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01219	131
NMICGJMG_00252	GWHACDJ01000001	WUHAN	Protein 7a	365
ODOLMAEB_00027	DQ084199	BAT	Replicase polyprotein 1a	13130
EBIIEENH_00650	BetaCoV/Germany/MD572006691/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00650	365
ODOLMAEB_01889	MH687966	BAT	hypothetical protein	491
NMICGJMG_00559	hCoV-19/Wuhan/HBCDC-HB-05/2020	WUHAN	Membrane protein	668
EBIIEENH_00618	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00618	3821
EBIIEENH_01126	BetaCoV/Bad-Duerkheim-Kreis/2013281/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_01126	827
EBIIEENH_01392	BetaCoV/Germany/ChVir3219/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01392	365
ODOLMAEB_00271	EF203065	BAT	Nucleoprotein	1127
ODOLMAEB_00471	GU190215	BAT	Protein 3a	815
ODOLMAEB_01388	MH539766	BAT	hypothetical protein	227
EBIIEENH_01258	BetaCoV/Germany/ChVir3199/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01258	13214
ODOLMAEB_00436	GQ153546	BAT	Protein 7a	368
ODOLMAEB_01714	MH687946	BAT	Corona_pk3	62
ODOLMAEB_01400	MH697599	BAT	Membrane protein	689
NMICGJMG_00390	hCoV-19/Wuhan/IPBCAMS-WH-04/2019	WUHAN	Replicase polyprotein 1ab	7787
EBIIEENH_00995	BetaCoV/Germany/ChVir2123/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00995	3821
EBIIEENH_00164	BetaCoV/Karlsruhe/ChVir1600/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00164	13217
ODOLMAEB_00139	EF065507	BAT	Corona_FSE	84
EBIIEENH_00348	BetaCoV/Berlin/ChVir1897/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00348	827
EBIIEENH_00051	BetaCoV/Munich/BavPat6-ChVir1247/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00051	155
EBIIEENH_01225	BetaCoV/Germany/ChVir3193/2020	CHAIRITE	Corona_FSE	81
NMICGJMG_00292	hCoV-19/Wuhan/IVDC-HB-05/2019	WUHAN	hypothetical protein	131
EBIIEENH_01199	BetaCoV/Germany/ChVir3187/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_00783	BetaCoV/Berlin/MD572007095/2020	CHAIRITE	s2m	42
ODOLMAEB_00552	JQ989267	BAT	Nucleoprotein	1199
ODOLMAEB_00652	KC881005	BAT	Replicase polyprotein 1ab	7886
ODOLMAEB_00229	EF065514	BAT	Corona_pk3	58
EBIIEENH_00106	BetaCoV/Munich/BavPat11-ChVir1459/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00106	3821
ODOLMAEB_01985	MK211375	BAT	Spike glycoprotein	3728
EBIIEENH_01371	BetaCoV/Germany/ChVir3215/2020	CHAIRITE	s2m	42
ODOLMAEB_01825	MH687960	BAT	Corona_FSE	78
NMICGJMG_00453	hCoV-19/env/Wuhan/IVDC-HBF13-21/2020	WUHAN	Replicase polyprotein 1a	13217
ODOLMAEB_01909	MG923574	BAT	Corona_pk3	62
ODOLMAEB_01851	MH687962	BAT	Corona_pk3	62
EBIIEENH_01370	BetaCoV/Germany/ChVir3215/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01370	155
EBIIEENH_00227	BetaCoV/Rhein-Kreis-Neuss/ChVir1671/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00227	13217
EBIIEENH_00152	BetaCoV/Munich/BavPat16-ChVir1530/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00152	13217
NMICGJMG_00217	GWHACDG01000001	WUHAN	hypothetical protein	155
EBIIEENH_00440	BetaCoV/Berlin/ChVir1960/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00440	668
ODOLMAEB_01969	MK211373	BAT	Coronavirus_5p_sl_1_2	69
EBIIEENH_01446	BetaCoV/Berlin/572006643/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01446	13217
ODOLMAEB_02238	MF094686	BAT	Nucleoprotein	1127
ODOLMAEB_01876	MH687965	BAT	hypothetical protein	674
ODOLMAEB_00059	DQ412042	BAT	Membrane protein	665
ODOLMAEB_00738	KJ473798	BAT	Coronavirus_5p_sl_1_2	68
ODOLMAEB_01433	MH938450	BAT	Corona_pk3	62
NMICGJMG_00434	hCoV-19/Wuhan/WHU01/2020	WUHAN	Protein 7a	365
ODOLMAEB_02257	MG693168	BAT	hypothetical protein	227
EBIIEENH_00230	BetaCoV/Rhein-Kreis-Neuss/ChVir1671/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00230	3821
ODOLMAEB_01752	MH687951	BAT	hypothetical protein	230
ODOLMAEB_00767	KJ473800	BAT	Membrane protein	758
ODOLMAEB_01272	MG916901	BAT	hypothetical protein	668
EBIIEENH_00775	BetaCoV/Berlin/MD572007095/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00775	827
NMICGJMG_00250	GWHACDJ01000001	WUHAN	Membrane protein	668
ODOLMAEB_02182	KJ473814	BAT	Protein 7a	368
EBIIEENH_00558	BetaCoV/Germany/ChVir1993/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00558	131
EBIIEENH_00581	BetaCoV/Ploen/ChVir2000/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00581	668
ODOLMAEB_00651	KC881005	BAT	Corona_FSE	81
ODOLMAEB_00760	KJ473800	BAT	Coronavirus_5p_sl_1_2	68
NMICGJMG_00195	GWHACDF01000001	WUHAN	Corona_FSE	81
ODOLMAEB_01465	MK720945	BAT	hypothetical protein	362
EBIIEENH_00251	BetaCoV/Rhein-Kreis-Neuss/ChVir1722/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00251	155
EBIIEENH_01073	BetaCoV/Kiel/CSpecVir3045/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01073	3821
CGIJCJNJ_00095	MT084071.1	PANGOLIN	Nucleoprotein	1259
EBIIEENH_00624	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00624	365
EBIIEENH_00759	BetaCoV/Berlin/MD572007095a/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_02127	KJ473812	BAT	Spike glycoprotein	3725
EBIIEENH_00088	BetaCoV/Munich/BavPat8-ChVir1356/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00088	365
ODOLMAEB_01307	MG916904	BAT	hypothetical protein	473
EBIIEENH_00910	BetaCoV/Germany/ChVir2105/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00910	365
ODOLMAEB_01917	KJ473806	BAT	Nucleoprotein	1289
EBIIEENH_00715	BetaCoV/Berlin/MD572007356a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00715	365
EBIIEENH_01019	BetaCoV/Germany/ChVir2127/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_00151	BetaCoV/Munich/BavPat15-ChVir1484-ChVir1536/2020	CHAIRITE	s2m	42
EBIIEENH_00041	BetaCoV/Munich/BavPat6-ChVir1247/2020	CHAIRITE	Corona_FSE	81
NMICGJMG_00585	hCoV-19/Wuhan/IVDC-HB-GX02/2019	WUHAN	hypothetical protein	185
ODOLMAEB_01470	MK720946	BAT	Replicase polyprotein 1ab	7826
ODOLMAEB_00615	JQ989273	BAT	Coronavirus_5p_sl_1_2	70
EBIIEENH_00667	BetaCoV/Berlin/MD572006901/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00667	13217
EBIIEENH_00390	BetaCov/Koblenz/ChVir1908/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00390	365
EBIIEENH_00089	BetaCoV/Munich/BavPat8-ChVir1356/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00089	1259
ODOLMAEB_02168	KJ473815	BAT	Membrane protein	665
EBIIEENH_00652	BetaCoV/Germany/MD572006691/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00652	155
ODOLMAEB_01717	MH687947	BAT	Replicase polyprotein 1ab	7829
ODOLMAEB_00523	HM211101	BAT	Corona_FSE	84
ODOLMAEB_01032	KY417148	BAT	hypothetical protein	134
EBIIEENH_01117	BetaCoV/Berlin/2011777/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01117	131
EBIIEENH_00501	BetaCoV/Ettlingen/ChVir1969/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_01328	BetaCoV/Germany/ChVir3210/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01328	185
ODOLMAEB_01319	MH002337	BAT	Non-structural protein ORF4a	356
ODOLMAEB_01268	MG916901	BAT	Replicase polyprotein 1a	12176
NMICGJMG_00269	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	hypothetical protein	155
EBIIEENH_00560	BetaCoV/Germany/ChVir1993/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00560	1259
EBIIEENH_00307	BetaCov/Weitenhagen/ChVir1689/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00307	7787
EBIIEENH_00504	BetaCoV/Ettlingen/ChVir1969/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00504	827
EBIIEENH_00318	BetaCov/Berlin/ChVir1715/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00318	13217
EBIIEENH_00707	BetaCoV/Berlin/MD572007356a/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_01788	MH687956	BAT	Corona_FSE	78
EBIIEENH_01243	BetaCoV/Germany/ChVir3194/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01243	959
ODOLMAEB_00360	GQ153540	BAT	hypothetical protein	134
ODOLMAEB_00245	EF065516	BAT	hypothetical protein	686
EBIIEENH_00984	BetaCoV/Germany/ChVir2119/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00984	668
ODOLMAEB_01953	KJ473808	BAT	Nucleoprotein	1127
ODOLMAEB_00591	JQ989271	BAT	Coronavirus_5p_sl_1_2	70
ODOLMAEB_01395	MH697599	BAT	Corona_FSE	88
EBIIEENH_01071	BetaCoV/Kiel/CSpecVir3045/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_01325	MH002338	BAT	Replicase polyprotein 1a	13328
EBIIEENH_00441	BetaCoV/Berlin/ChVir1960/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00441	185
EBIIEENH_01246	BetaCoV/Germany/ChVir3196/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01246	13217
ODOLMAEB_02068	MK211371	BAT	Replicase polyprotein 1a	12386
ODOLMAEB_02272	MG693169	BAT	Corona_FSE	84
ODOLMAEB_00713	KJ473795	BAT	Spike glycoprotein	4127
ODOLMAEB_00778	KJ473820	BAT	hypothetical protein	671
NMICGJMG_00108	GWHACAX01000001	WUHAN	Spike glycoprotein	3821
ODOLMAEB_00911	KY073745	BAT	Corona_FSE	78
CGIJCJNJ_00067	MT072865.1	PANGOLIN	Replicase polyprotein 1a	2240
EBIIEENH_00991	BetaCoV/Germany/ChVir2119/2020	CHAIRITE	s2m	42
NMICGJMG_00234	GWHACDI01000001	WUHAN	Replicase polyprotein 1ab	7787
ODOLMAEB_01619	MH687937	BAT	Corona_FSE	78
ODOLMAEB_00413	GQ153544	BAT	Nucleoprotein	1265
ODOLMAEB_01916	KJ473806	BAT	Membrane protein	683
ODOLMAEB_00452	GQ153547	BAT	Nucleoprotein	1265
EBIIEENH_01323	BetaCoV/Germany/ChVir3210/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_00044	DQ084200	BAT	Protein 3a	824
ODOLMAEB_00332	FJ588686	BAT	hypothetical protein	191
EBIIEENH_00383	BetaCov/Koblenz/ChVir1908/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00383	13217
EBIIEENH_00932	BetaCoV/Germany/ChVir2111/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00932	668
ODOLMAEB_01281	MG916902	BAT	Replicase polyprotein 1ab	7826
ODOLMAEB_01432	MH938450	BAT	hypothetical protein	326
EBIIEENH_00849	BetaCoV/Rastede/ChVir2098/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00849	13217
EBIIEENH_00687	BetaCoV/Berlin/MD572007047a/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00687	365
ODOLMAEB_00954	KY417142	BAT	hypothetical protein	365
ODOLMAEB_00031	DQ084199	BAT	Protein 3a	824
ODOLMAEB_01367	MH002341	BAT	Membrane protein	662
