locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODOLMAEB_01809	CDS	4095	S_152			Spike glycoprotein
ODOLMAEB_01810	CDS	675				hypothetical protein
ODOLMAEB_01811	CDS	231				hypothetical protein
ODOLMAEB_01812	CDS	687	M_162			Membrane protein
ODOLMAEB_01813	CDS	1185	N_153			Nucleoprotein
ODOLMAEB_01814	misc_RNA	63				Corona_pk3
ODOLMAEB_01815	CDS	12321	1a_139			Replicase polyprotein 1a
ODOLMAEB_01816	misc_RNA	79				Corona_FSE
ODOLMAEB_01817	CDS	7830	rep_176			Replicase polyprotein 1ab
ODOLMAEB_01818	CDS	4116	S_153			Spike glycoprotein
ODOLMAEB_01819	CDS	675				hypothetical protein
ODOLMAEB_01820	CDS	684	M_163			Membrane protein
ODOLMAEB_01821	CDS	1185	N_154			Nucleoprotein
ODOLMAEB_01822	CDS	492				hypothetical protein
ODOLMAEB_01823	misc_RNA	63				Corona_pk3
ODOLMAEB_01824	CDS	12252	1a_140			Replicase polyprotein 1a
ODOLMAEB_01825	misc_RNA	79				Corona_FSE
ODOLMAEB_01826	CDS	7140				hypothetical protein
ODOLMAEB_01827	CDS	4095	S_154			Spike glycoprotein
ODOLMAEB_01828	CDS	675				hypothetical protein
ODOLMAEB_01829	CDS	231				hypothetical protein
ODOLMAEB_01830	CDS	684	M_164			Membrane protein
ODOLMAEB_01831	CDS	1185	N_155			Nucleoprotein
ODOLMAEB_01832	misc_RNA	63				Corona_pk3
ODOLMAEB_01833	CDS	12387	1a_141			Replicase polyprotein 1a
ODOLMAEB_01834	misc_RNA	79				Corona_FSE
ODOLMAEB_01835	CDS	7839	rep_177			Replicase polyprotein 1ab
ODOLMAEB_01836	CDS	4107	S_155			Spike glycoprotein
ODOLMAEB_01837	CDS	675				hypothetical protein
ODOLMAEB_01838	CDS	231				hypothetical protein
ODOLMAEB_01839	CDS	684	M_165			Membrane protein
ODOLMAEB_01840	CDS	1185	N_156			Nucleoprotein
ODOLMAEB_01841	misc_RNA	63				Corona_pk3
ODOLMAEB_01842	CDS	11814	1a_142			Replicase polyprotein 1a
ODOLMAEB_01843	misc_RNA	79				Corona_FSE
ODOLMAEB_01844	CDS	7830	rep_178			Replicase polyprotein 1ab
ODOLMAEB_01845	CDS	4116	S_156			Spike glycoprotein
ODOLMAEB_01846	CDS	675				hypothetical protein
ODOLMAEB_01847	CDS	231				hypothetical protein
ODOLMAEB_01848	CDS	684	M_166			Membrane protein
ODOLMAEB_01849	CDS	1185	N_157			Nucleoprotein
ODOLMAEB_01850	CDS	495				hypothetical protein
ODOLMAEB_01851	misc_RNA	63				Corona_pk3
ODOLMAEB_01852	CDS	12387	1a_143			Replicase polyprotein 1a
ODOLMAEB_01853	misc_RNA	79				Corona_FSE
ODOLMAEB_01854	CDS	7830	rep_179			Replicase polyprotein 1ab
ODOLMAEB_01855	CDS	4116	S_157			Spike glycoprotein
ODOLMAEB_01856	CDS	675				hypothetical protein
ODOLMAEB_01857	CDS	231				hypothetical protein
ODOLMAEB_01858	CDS	687	M_167			Membrane protein
ODOLMAEB_01859	CDS	1185	N_158			Nucleoprotein
ODOLMAEB_01860	CDS	492				hypothetical protein
ODOLMAEB_01861	misc_RNA	63				Corona_pk3
ODOLMAEB_01862	CDS	12387	1a_144			Replicase polyprotein 1a
ODOLMAEB_01863	misc_RNA	79				Corona_FSE
ODOLMAEB_01864	CDS	7830	rep_180			Replicase polyprotein 1ab
ODOLMAEB_01865	CDS	4116	S_158			Spike glycoprotein
ODOLMAEB_01866	CDS	675				hypothetical protein
ODOLMAEB_01867	CDS	231				hypothetical protein
ODOLMAEB_01868	CDS	687	M_168			Membrane protein
ODOLMAEB_01869	CDS	1185	N_159			Nucleoprotein
ODOLMAEB_01870	CDS	492				hypothetical protein
ODOLMAEB_01871	misc_RNA	63				Corona_pk3
ODOLMAEB_01872	CDS	12387	1a_145			Replicase polyprotein 1a
ODOLMAEB_01873	misc_RNA	79				Corona_FSE
ODOLMAEB_01874	CDS	7839	rep_181			Replicase polyprotein 1ab
ODOLMAEB_01875	CDS	4095	S_159			Spike glycoprotein
ODOLMAEB_01876	CDS	675				hypothetical protein
ODOLMAEB_01877	CDS	231				hypothetical protein
ODOLMAEB_01878	CDS	684	M_169			Membrane protein
ODOLMAEB_01879	CDS	1185	N_160			Nucleoprotein
ODOLMAEB_01880	misc_RNA	63				Corona_pk3
ODOLMAEB_01881	CDS	12387	1a_146			Replicase polyprotein 1a
ODOLMAEB_01882	misc_RNA	79				Corona_FSE
ODOLMAEB_01883	CDS	7839	rep_182			Replicase polyprotein 1ab
ODOLMAEB_01884	CDS	4107	S_160			Spike glycoprotein
ODOLMAEB_01885	CDS	675				hypothetical protein
ODOLMAEB_01886	CDS	231				hypothetical protein
ODOLMAEB_01887	CDS	684	M_170			Membrane protein
ODOLMAEB_01888	CDS	1179	N_161			Nucleoprotein
ODOLMAEB_01889	CDS	492				hypothetical protein
ODOLMAEB_01890	misc_RNA	63				Corona_pk3
ODOLMAEB_01891	CDS	12321	1a_147			Replicase polyprotein 1a
ODOLMAEB_01892	misc_RNA	79				Corona_FSE
ODOLMAEB_01893	CDS	7584				hypothetical protein
ODOLMAEB_01894	CDS	4116	S_161			Spike glycoprotein
ODOLMAEB_01895	CDS	675				hypothetical protein
ODOLMAEB_01896	CDS	225				hypothetical protein
ODOLMAEB_01897	CDS	687	M_171			Membrane protein
ODOLMAEB_01898	CDS	1185	N_162			Nucleoprotein
ODOLMAEB_01899	CDS	240				hypothetical protein
ODOLMAEB_01900	misc_RNA	63				Corona_pk3
ODOLMAEB_01901	CDS	12270	1a_148			Replicase polyprotein 1a
ODOLMAEB_01902	misc_RNA	79				Corona_FSE
ODOLMAEB_01903	CDS	7830	rep_183			Replicase polyprotein 1ab
ODOLMAEB_01904	CDS	4101	S_162			Spike glycoprotein
ODOLMAEB_01905	CDS	675				hypothetical protein
ODOLMAEB_01906	CDS	687	M_172			Membrane protein
ODOLMAEB_01907	CDS	1281	N_163			Nucleoprotein
ODOLMAEB_01908	CDS	387				hypothetical protein
ODOLMAEB_01909	misc_RNA	63				Corona_pk3
ODOLMAEB_01910	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01911	CDS	11970	1a_149			Replicase polyprotein 1a
ODOLMAEB_01912	misc_RNA	79				Corona_FSE
ODOLMAEB_01913	CDS	7854	rep_184			Replicase polyprotein 1ab
ODOLMAEB_01914	CDS	4164	S_163			Spike glycoprotein
ODOLMAEB_01915	CDS	657				hypothetical protein
ODOLMAEB_01916	CDS	684	M_173			Membrane protein
ODOLMAEB_01917	CDS	1290	N_164			Nucleoprotein
ODOLMAEB_01918	misc_RNA	63				Corona_pk3
ODOLMAEB_01919	CDS	11802	1a_150			Replicase polyprotein 1a
ODOLMAEB_01920	misc_RNA	79				Corona_FSE
ODOLMAEB_01921	CDS	7890	rep_185			Replicase polyprotein 1ab
ODOLMAEB_01922	CDS	4113	S_164			Spike glycoprotein
ODOLMAEB_01923	CDS	624				hypothetical protein
ODOLMAEB_01924	CDS	228				hypothetical protein
ODOLMAEB_01925	CDS	687	M_174			Membrane protein
ODOLMAEB_01926	CDS	1296	N_165			Nucleoprotein
ODOLMAEB_01927	CDS	396				hypothetical protein
ODOLMAEB_01928	misc_RNA	64				Corona_pk3
ODOLMAEB_01929	CDS	12231	1a_151			Replicase polyprotein 1a
ODOLMAEB_01930	misc_RNA	79				Corona_FSE
ODOLMAEB_01931	CDS	7920	rep_186			Replicase polyprotein 1ab
ODOLMAEB_01932	CDS	4113	S_165			Spike glycoprotein
ODOLMAEB_01933	CDS	690				hypothetical protein
ODOLMAEB_01934	CDS	684	M_175			Membrane protein
ODOLMAEB_01935	CDS	1152	N_166			Nucleoprotein
ODOLMAEB_01936	misc_RNA	63				Corona_pk3
ODOLMAEB_01937	CDS	12192	1a_152			Replicase polyprotein 1a
ODOLMAEB_01938	misc_RNA	79				Corona_FSE
ODOLMAEB_01939	CDS	7920	rep_187			Replicase polyprotein 1ab
ODOLMAEB_01940	CDS	4113	S_166			Spike glycoprotein
ODOLMAEB_01941	CDS	690				hypothetical protein
ODOLMAEB_01942	CDS	684	M_176			Membrane protein
ODOLMAEB_01943	CDS	1152	N_167			Nucleoprotein
ODOLMAEB_01944	CDS	234				hypothetical protein
ODOLMAEB_01945	misc_RNA	63				Corona_pk3
ODOLMAEB_01946	CDS	12147	1a_153			Replicase polyprotein 1a
ODOLMAEB_01947	misc_RNA	79				Corona_FSE
ODOLMAEB_01948	CDS	7839	rep_188			Replicase polyprotein 1ab
ODOLMAEB_01949	CDS	3399				hypothetical protein
ODOLMAEB_01950	CDS	690				hypothetical protein
ODOLMAEB_01951	CDS	228				hypothetical protein
ODOLMAEB_01952	CDS	687	M_177			Membrane protein
ODOLMAEB_01953	CDS	1128	N_168			Nucleoprotein
ODOLMAEB_01954	CDS	300				hypothetical protein
ODOLMAEB_01955	misc_RNA	63				Corona_pk3
ODOLMAEB_01956	CDS	13116	1a_154			Replicase polyprotein 1a
ODOLMAEB_01957	misc_RNA	82				Corona_FSE
ODOLMAEB_01958	CDS	7887	rep_189			Replicase polyprotein 1ab
ODOLMAEB_01959	CDS	3726	S_167			Spike glycoprotein
ODOLMAEB_01960	CDS	825	3a_48			Protein 3a
ODOLMAEB_01961	CDS	231	E_71			Envelope small membrane protein
ODOLMAEB_01962	CDS	666	M_178			Membrane protein
ODOLMAEB_01963	CDS	120				hypothetical protein
ODOLMAEB_01964	CDS	369	7a_47			Protein 7a
ODOLMAEB_01965	CDS	135				hypothetical protein
ODOLMAEB_01966	CDS	366				hypothetical protein
ODOLMAEB_01967	CDS	1266	N_169			Nucleoprotein
ODOLMAEB_01968	misc_RNA	43				s2m
ODOLMAEB_01969	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01970	CDS	93				hypothetical protein
ODOLMAEB_01971	CDS	12147	1a_155			Replicase polyprotein 1a
ODOLMAEB_01972	misc_RNA	79				Corona_FSE
ODOLMAEB_01973	CDS	7827	rep_190			Replicase polyprotein 1ab
ODOLMAEB_01974	CDS	4053	S_168			Spike glycoprotein
ODOLMAEB_01975	CDS	669				hypothetical protein
ODOLMAEB_01976	CDS	447				hypothetical protein
ODOLMAEB_01977	CDS	684	M_179			Membrane protein
ODOLMAEB_01978	CDS	1212	N_170			Nucleoprotein
ODOLMAEB_01979	CDS	279				hypothetical protein
ODOLMAEB_01980	CDS	366				hypothetical protein
ODOLMAEB_01981	misc_RNA	63				Corona_pk3
ODOLMAEB_01982	CDS	13149	1a_156			Replicase polyprotein 1a
ODOLMAEB_01983	misc_RNA	82				Corona_FSE
ODOLMAEB_01984	CDS	7620	rep_191			Replicase polyprotein 1ab
ODOLMAEB_01985	CDS	3729	S_169			Spike glycoprotein
ODOLMAEB_01986	CDS	825	3a_49			Protein 3a
ODOLMAEB_01987	CDS	231	E_72			Envelope small membrane protein
ODOLMAEB_01988	CDS	666	M_180			Membrane protein
ODOLMAEB_01989	CDS	192				hypothetical protein
ODOLMAEB_01990	CDS	369	7a_48			Protein 7a
ODOLMAEB_01991	CDS	135				hypothetical protein
ODOLMAEB_01992	CDS	366				hypothetical protein
ODOLMAEB_01993	CDS	1269	N_171			Nucleoprotein
ODOLMAEB_01994	misc_RNA	43				s2m
ODOLMAEB_01995	CDS	13149	1a_157			Replicase polyprotein 1a
ODOLMAEB_01996	misc_RNA	82				Corona_FSE
ODOLMAEB_01997	CDS	7887	rep_192			Replicase polyprotein 1ab
ODOLMAEB_01998	CDS	3771	S_170			Spike glycoprotein
ODOLMAEB_01999	CDS	825	3a_50			Protein 3a
ODOLMAEB_02000	CDS	231	E_73			Envelope small membrane protein
ODOLMAEB_02001	CDS	666	M_181			Membrane protein
ODOLMAEB_02002	CDS	192				hypothetical protein
ODOLMAEB_02003	CDS	510				hypothetical protein
ODOLMAEB_02004	CDS	369	7a_49			Protein 7a
ODOLMAEB_02005	CDS	135				hypothetical protein
ODOLMAEB_02006	CDS	366				hypothetical protein
ODOLMAEB_02007	CDS	1269	N_172			Nucleoprotein
ODOLMAEB_02008	misc_RNA	43				s2m
ODOLMAEB_02009	CDS	13149	1a_158			Replicase polyprotein 1a
ODOLMAEB_02010	misc_RNA	82				Corona_FSE
ODOLMAEB_02011	CDS	7887	rep_193			Replicase polyprotein 1ab
ODOLMAEB_02012	CDS	3726	S_171			Spike glycoprotein
ODOLMAEB_02013	CDS	825	3a_51			Protein 3a
ODOLMAEB_02014	CDS	231	E_74			Envelope small membrane protein
ODOLMAEB_02015	CDS	666	M_182			Membrane protein
ODOLMAEB_02016	CDS	192				hypothetical protein
ODOLMAEB_02017	CDS	369	7a_50			Protein 7a
ODOLMAEB_02018	CDS	135				hypothetical protein
ODOLMAEB_02019	CDS	366				hypothetical protein
ODOLMAEB_02020	CDS	1269	N_173			Nucleoprotein
ODOLMAEB_02021	misc_RNA	43				s2m
ODOLMAEB_02022	CDS	13149	1a_159			Replicase polyprotein 1a
ODOLMAEB_02023	misc_RNA	82				Corona_FSE
ODOLMAEB_02024	CDS	7887	rep_194			Replicase polyprotein 1ab
ODOLMAEB_02025	CDS	3726	S_172			Spike glycoprotein
ODOLMAEB_02026	CDS	825	3a_52			Protein 3a
ODOLMAEB_02027	CDS	231	E_75			Envelope small membrane protein
ODOLMAEB_02028	CDS	558	M_183			Membrane protein
ODOLMAEB_02029	CDS	192				hypothetical protein
ODOLMAEB_02030	CDS	510				hypothetical protein
ODOLMAEB_02031	CDS	369	7a_51			Protein 7a
ODOLMAEB_02032	CDS	135				hypothetical protein
ODOLMAEB_02033	CDS	366				hypothetical protein
ODOLMAEB_02034	CDS	1269	N_174			Nucleoprotein
ODOLMAEB_02035	misc_RNA	43				s2m
ODOLMAEB_02036	CDS	12741	rep_195			Replicase polyprotein 1ab
ODOLMAEB_02037	misc_RNA	85				Corona_FSE
ODOLMAEB_02038	CDS	7773	rep_196			Replicase polyprotein 1ab
ODOLMAEB_02039	CDS	3834	S_173			Spike glycoprotein
ODOLMAEB_02040	CDS	663				hypothetical protein
ODOLMAEB_02041	CDS	669	M_184			Membrane protein
ODOLMAEB_02042	CDS	1392				hypothetical protein
ODOLMAEB_02043	CDS	603				hypothetical protein
ODOLMAEB_02044	CDS	594				hypothetical protein
ODOLMAEB_02045	CDS	441				hypothetical protein
ODOLMAEB_02046	misc_RNA	59				Corona_pk3
ODOLMAEB_02047	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_02048	CDS	12387	1a_160			Replicase polyprotein 1a
ODOLMAEB_02049	misc_RNA	79				Corona_FSE
ODOLMAEB_02050	CDS	7830	rep_197			Replicase polyprotein 1ab
ODOLMAEB_02051	CDS	4116	S_174			Spike glycoprotein
ODOLMAEB_02052	CDS	675				hypothetical protein
ODOLMAEB_02053	CDS	231				hypothetical protein
ODOLMAEB_02054	CDS	687	M_185			Membrane protein
ODOLMAEB_02055	CDS	1185	N_175			Nucleoprotein
ODOLMAEB_02056	CDS	495				hypothetical protein
ODOLMAEB_02057	misc_RNA	63				Corona_pk3
ODOLMAEB_02058	CDS	12387	1a_161			Replicase polyprotein 1a
ODOLMAEB_02059	misc_RNA	79				Corona_FSE
ODOLMAEB_02060	CDS	7830	rep_198			Replicase polyprotein 1ab
ODOLMAEB_02061	CDS	4119	S_175			Spike glycoprotein
ODOLMAEB_02062	CDS	675				hypothetical protein
ODOLMAEB_02063	CDS	231				hypothetical protein
ODOLMAEB_02064	CDS	687	M_186			Membrane protein
ODOLMAEB_02065	CDS	1185	N_176			Nucleoprotein
ODOLMAEB_02066	CDS	495				hypothetical protein
ODOLMAEB_02067	misc_RNA	63				Corona_pk3
ODOLMAEB_02068	CDS	12387	1a_162			Replicase polyprotein 1a
ODOLMAEB_02069	misc_RNA	79				Corona_FSE
ODOLMAEB_02070	CDS	7830	rep_199			Replicase polyprotein 1ab
ODOLMAEB_02071	CDS	4119	S_176			Spike glycoprotein
ODOLMAEB_02072	CDS	675				hypothetical protein
ODOLMAEB_02073	CDS	231				hypothetical protein
ODOLMAEB_02074	CDS	687	M_187			Membrane protein
ODOLMAEB_02075	CDS	1185	N_177			Nucleoprotein
ODOLMAEB_02076	CDS	495				hypothetical protein
ODOLMAEB_02077	misc_RNA	63				Corona_pk3
ODOLMAEB_02078	CDS	12387	1a_163			Replicase polyprotein 1a
ODOLMAEB_02079	misc_RNA	79				Corona_FSE
ODOLMAEB_02080	CDS	7836	rep_200			Replicase polyprotein 1ab
ODOLMAEB_02081	CDS	4098	S_177			Spike glycoprotein
ODOLMAEB_02082	CDS	675				hypothetical protein
ODOLMAEB_02083	CDS	231				hypothetical protein
ODOLMAEB_02084	CDS	687	M_188			Membrane protein
ODOLMAEB_02085	CDS	1185	N_178			Nucleoprotein
ODOLMAEB_02086	CDS	495				hypothetical protein
ODOLMAEB_02087	misc_RNA	63				Corona_pk3
ODOLMAEB_02088	CDS	13479	1a_164			Replicase polyprotein 1a
ODOLMAEB_02089	misc_RNA	85				Corona_FSE
ODOLMAEB_02090	CDS	7872	rep_201			Replicase polyprotein 1ab
ODOLMAEB_02091	CDS	4035	S_178			Spike glycoprotein
ODOLMAEB_02092	CDS	312				hypothetical protein
ODOLMAEB_02093	CDS	750	ORF4b_27			Non-structural protein ORF4b
ODOLMAEB_02094	CDS	696				hypothetical protein
ODOLMAEB_02095	CDS	249	E_76			Envelope small membrane protein
ODOLMAEB_02096	CDS	657	M_189			Membrane protein
ODOLMAEB_02097	CDS	1305	N_179			Nucleoprotein
ODOLMAEB_02098	misc_RNA	61				Corona_pk3
ODOLMAEB_02099	CDS	13194	1a_165			Replicase polyprotein 1a
ODOLMAEB_02100	misc_RNA	85				Corona_FSE
ODOLMAEB_02101	CDS	7875	rep_202			Replicase polyprotein 1ab
ODOLMAEB_02102	CDS	4035	S_179			Spike glycoprotein
ODOLMAEB_02103	CDS	312				hypothetical protein
ODOLMAEB_02104	CDS	777	ORF4b_28			Non-structural protein ORF4b
ODOLMAEB_02105	CDS	675				hypothetical protein
ODOLMAEB_02106	CDS	249	E_77			Envelope small membrane protein
ODOLMAEB_02107	CDS	660	M_190			Membrane protein
ODOLMAEB_02108	CDS	1245	N_180			Nucleoprotein
ODOLMAEB_02109	misc_RNA	61				Corona_pk3
ODOLMAEB_02110	CDS	13149	1a_166			Replicase polyprotein 1a
ODOLMAEB_02111	misc_RNA	82				Corona_FSE
ODOLMAEB_02112	CDS	7887	rep_203			Replicase polyprotein 1ab
ODOLMAEB_02113	CDS	3768	S_180			Spike glycoprotein
ODOLMAEB_02114	CDS	825	3a_53			Protein 3a
ODOLMAEB_02115	CDS	231	E_78			Envelope small membrane protein
ODOLMAEB_02116	CDS	666	M_191			Membrane protein
ODOLMAEB_02117	CDS	192				hypothetical protein
ODOLMAEB_02118	CDS	294				hypothetical protein
ODOLMAEB_02119	CDS	369	7a_52			Protein 7a
ODOLMAEB_02120	CDS	135				hypothetical protein
ODOLMAEB_02121	CDS	366				hypothetical protein
ODOLMAEB_02122	CDS	1269	N_181			Nucleoprotein
ODOLMAEB_02123	misc_RNA	43				s2m
ODOLMAEB_02124	CDS	13134	1a_167			Replicase polyprotein 1a
ODOLMAEB_02125	misc_RNA	82				Corona_FSE
ODOLMAEB_02126	CDS	7887	rep_204			Replicase polyprotein 1ab
ODOLMAEB_02127	CDS	3726	S_181			Spike glycoprotein
ODOLMAEB_02128	CDS	825	3a_54			Protein 3a
ODOLMAEB_02129	CDS	231	E_79			Envelope small membrane protein
ODOLMAEB_02130	CDS	666	M_192			Membrane protein
ODOLMAEB_02131	CDS	192				hypothetical protein
ODOLMAEB_02132	CDS	369	7a_53			Protein 7a
ODOLMAEB_02133	CDS	135				hypothetical protein
ODOLMAEB_02134	CDS	369				hypothetical protein
ODOLMAEB_02135	CDS	1266	N_182			Nucleoprotein
ODOLMAEB_02136	misc_RNA	43				s2m
ODOLMAEB_02137	CDS	13134	1a_168			Replicase polyprotein 1a
ODOLMAEB_02138	misc_RNA	82				Corona_FSE
ODOLMAEB_02139	CDS	7941	rep_205			Replicase polyprotein 1ab
ODOLMAEB_02140	CDS	3711	S_182			Spike glycoprotein
ODOLMAEB_02141	CDS	825	3a_55			Protein 3a
ODOLMAEB_02142	CDS	231	E_80			Envelope small membrane protein
ODOLMAEB_02143	CDS	666	M_193			Membrane protein
ODOLMAEB_02144	CDS	192				hypothetical protein
ODOLMAEB_02145	CDS	369	7a_54			Protein 7a
ODOLMAEB_02146	CDS	147				hypothetical protein
ODOLMAEB_02147	CDS	1263	N_183			Nucleoprotein
ODOLMAEB_02148	misc_RNA	43				s2m
ODOLMAEB_02149	CDS	13134	1a_169			Replicase polyprotein 1a
ODOLMAEB_02150	misc_RNA	82				Corona_FSE
ODOLMAEB_02151	CDS	7887	rep_206			Replicase polyprotein 1ab
ODOLMAEB_02152	CDS	3720	S_183			Spike glycoprotein
ODOLMAEB_02153	CDS	825	3a_56			Protein 3a
ODOLMAEB_02154	CDS	231	E_81			Envelope small membrane protein
ODOLMAEB_02155	CDS	666	M_194			Membrane protein
ODOLMAEB_02156	CDS	192				hypothetical protein
ODOLMAEB_02157	CDS	369	7a_55			Protein 7a
ODOLMAEB_02158	CDS	135				hypothetical protein
ODOLMAEB_02159	CDS	369				hypothetical protein
ODOLMAEB_02160	CDS	1266	N_184			Nucleoprotein
ODOLMAEB_02161	misc_RNA	43				s2m
ODOLMAEB_02162	CDS	13143	1a_170			Replicase polyprotein 1a
ODOLMAEB_02163	misc_RNA	82				Corona_FSE
ODOLMAEB_02164	CDS	7887	rep_207			Replicase polyprotein 1ab
ODOLMAEB_02165	CDS	3729	S_184			Spike glycoprotein
ODOLMAEB_02166	CDS	825	3a_57			Protein 3a
ODOLMAEB_02167	CDS	231	E_82			Envelope small membrane protein
ODOLMAEB_02168	CDS	666	M_195			Membrane protein
ODOLMAEB_02169	CDS	192				hypothetical protein
ODOLMAEB_02170	CDS	369	7a_56			Protein 7a
ODOLMAEB_02171	CDS	135				hypothetical protein
ODOLMAEB_02172	CDS	369				hypothetical protein
ODOLMAEB_02173	CDS	1269	N_185			Nucleoprotein
ODOLMAEB_02174	CDS	13140	1a_171			Replicase polyprotein 1a
ODOLMAEB_02175	misc_RNA	82				Corona_FSE
ODOLMAEB_02176	CDS	7887	rep_208			Replicase polyprotein 1ab
ODOLMAEB_02177	CDS	3726	S_185			Spike glycoprotein
ODOLMAEB_02178	CDS	825	3a_58			Protein 3a
ODOLMAEB_02179	CDS	231	E_83			Envelope small membrane protein
ODOLMAEB_02180	CDS	666	M_196			Membrane protein
ODOLMAEB_02181	CDS	192				hypothetical protein
ODOLMAEB_02182	CDS	369	7a_57			Protein 7a
ODOLMAEB_02183	CDS	366				hypothetical protein
ODOLMAEB_02184	CDS	1263	N_186			Nucleoprotein
ODOLMAEB_02185	misc_RNA	43				s2m
ODOLMAEB_02186	CDS	13149	1a_172			Replicase polyprotein 1a
ODOLMAEB_02187	misc_RNA	82				Corona_FSE
ODOLMAEB_02188	CDS	7887	rep_209			Replicase polyprotein 1ab
ODOLMAEB_02189	CDS	3702	S_186			Spike glycoprotein
ODOLMAEB_02190	CDS	825	3a_59			Protein 3a
ODOLMAEB_02191	CDS	231	E_84			Envelope small membrane protein
ODOLMAEB_02192	CDS	666	M_197			Membrane protein
ODOLMAEB_02193	CDS	369	7a_58			Protein 7a
ODOLMAEB_02194	CDS	135				hypothetical protein
ODOLMAEB_02195	CDS	369				hypothetical protein
ODOLMAEB_02196	CDS	1269	N_187			Nucleoprotein
ODOLMAEB_02197	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_02198	CDS	12183	1a_173			Replicase polyprotein 1a
ODOLMAEB_02199	misc_RNA	79				Corona_FSE
ODOLMAEB_02200	CDS	7839	rep_210			Replicase polyprotein 1ab
ODOLMAEB_02201	CDS	3396				hypothetical protein
ODOLMAEB_02202	CDS	690				hypothetical protein
ODOLMAEB_02203	CDS	228				hypothetical protein
ODOLMAEB_02204	CDS	687	M_198			Membrane protein
ODOLMAEB_02205	CDS	1128	N_188			Nucleoprotein
ODOLMAEB_02206	CDS	312				hypothetical protein
ODOLMAEB_02207	misc_RNA	63				Corona_pk3
ODOLMAEB_02208	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_02209	CDS	12183	1a_174			Replicase polyprotein 1a
ODOLMAEB_02210	misc_RNA	79				Corona_FSE
ODOLMAEB_02211	CDS	7839	rep_211			Replicase polyprotein 1ab
ODOLMAEB_02212	CDS	3396				hypothetical protein
ODOLMAEB_02213	CDS	690				hypothetical protein
ODOLMAEB_02214	CDS	228				hypothetical protein
ODOLMAEB_02215	CDS	690	M_199			Membrane protein
ODOLMAEB_02216	CDS	1128	N_189			Nucleoprotein
ODOLMAEB_02217	CDS	300				hypothetical protein
ODOLMAEB_02218	misc_RNA	63				Corona_pk3
ODOLMAEB_02219	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_02220	CDS	12183	1a_175			Replicase polyprotein 1a
ODOLMAEB_02221	misc_RNA	79				Corona_FSE
ODOLMAEB_02222	CDS	7839	rep_212			Replicase polyprotein 1ab
ODOLMAEB_02223	CDS	3417	S_187			Spike glycoprotein
ODOLMAEB_02224	CDS	690				hypothetical protein
ODOLMAEB_02225	CDS	228				hypothetical protein
ODOLMAEB_02226	CDS	690	M_200			Membrane protein
ODOLMAEB_02227	CDS	1128	N_190			Nucleoprotein
ODOLMAEB_02228	CDS	300				hypothetical protein
ODOLMAEB_02229	misc_RNA	63				Corona_pk3
ODOLMAEB_02230	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_02231	CDS	12183	1a_176			Replicase polyprotein 1a
ODOLMAEB_02232	misc_RNA	79				Corona_FSE
ODOLMAEB_02233	CDS	7839	rep_213			Replicase polyprotein 1ab
ODOLMAEB_02234	CDS	3417	S_188			Spike glycoprotein
ODOLMAEB_02235	CDS	690				hypothetical protein
ODOLMAEB_02236	CDS	228				hypothetical protein
ODOLMAEB_02237	CDS	690	M_201			Membrane protein
ODOLMAEB_02238	CDS	1128	N_191			Nucleoprotein
ODOLMAEB_02239	CDS	312				hypothetical protein
ODOLMAEB_02240	misc_RNA	63				Corona_pk3
ODOLMAEB_02241	CDS	12711	rep_214			Replicase polyprotein 1ab
ODOLMAEB_02242	misc_RNA	85				Corona_FSE
ODOLMAEB_02243	CDS	7764	rep_215			Replicase polyprotein 1ab
ODOLMAEB_02244	CDS	3837	S_189			Spike glycoprotein
ODOLMAEB_02245	CDS	663				hypothetical protein
ODOLMAEB_02246	CDS	249				hypothetical protein
ODOLMAEB_02247	CDS	672	M_202			Membrane protein
ODOLMAEB_02248	CDS	1407				hypothetical protein
ODOLMAEB_02249	CDS	558				hypothetical protein
ODOLMAEB_02250	CDS	450				hypothetical protein
ODOLMAEB_02251	misc_RNA	59				Corona_pk3
ODOLMAEB_02252	CDS	12582	rep_216			Replicase polyprotein 1ab
ODOLMAEB_02253	misc_RNA	85				Corona_FSE
ODOLMAEB_02254	CDS	7695	rep_217			Replicase polyprotein 1ab
ODOLMAEB_02255	CDS	3810	S_190			Spike glycoprotein
ODOLMAEB_02256	CDS	720				hypothetical protein
ODOLMAEB_02257	CDS	228				hypothetical protein
ODOLMAEB_02258	CDS	666	M_203			Membrane protein
ODOLMAEB_02259	CDS	1413				hypothetical protein
ODOLMAEB_02260	CDS	552				hypothetical protein
ODOLMAEB_02261	CDS	441				hypothetical protein
ODOLMAEB_02262	CDS	12585	rep_218			Replicase polyprotein 1ab
ODOLMAEB_02263	misc_RNA	85				Corona_FSE
ODOLMAEB_02264	CDS	7695	rep_219			Replicase polyprotein 1ab
